peak.id	CRX_Corbo	N50	HDmono	HDdimer	NRL	AP1
peak.7852	2	2	2	0	3	1
peak.7853	0	0	0	0	0	0
peak.7854	0	0	0	0	0	1
peak.7855	0	0	0	0	0	0
peak.7856	2	0	2	0	0	0
peak.7857	1	1	2	1	0	2
peak.7858	1	2	1	0	0	2
peak.7859	0	5	0	2	1	1
peak.786	1	0	1	0	1	0
peak.7860	1	4	2	1	0	2
peak.7861	2	2	2	0	1	1
peak.7862	2	0	2	0	0	0
peak.7863	1	0	0	0	0	1
peak.7864	2	1	2	0	0	1
peak.7865	2	0	1	0	0	1
peak.7866	2	0	1	0	3	0
peak.7867	0	3	1	3	0	0
peak.7868	0	0	2	1	2	1
peak.7869	2	0	2	0	0	1
peak.787	3	1	3	0	0	1
peak.7870	0	1	0	1	0	0
peak.7871	2	1	2	0	3	0
peak.7872	2	0	3	0	1	0
peak.7873	2	5	0	0	1	0
peak.7874	2	2	2	0	2	0
peak.7875	2	0	1	0	2	0
peak.7876	4	0	2	0	0	2
peak.7877	2	0	2	0	0	2
peak.7878	2	0	1	1	0	1
peak.7879	2	2	2	0	0	0
peak.788	3	0	3	0	2	0
peak.7880	4	1	2	0	0	0
peak.7881	2	0	1	0	2	0
peak.7882	2	0	2	0	2	1
peak.7883	1	0	1	0	0	2
peak.7884	2	1	0	0	2	0
peak.7885	1	0	1	0	0	2
peak.7886	1	0	1	0	0	1
peak.7887	0	0	1	0	2	0
peak.7888	1	0	1	0	0	0
peak.7889	2	0	2	0	0	0
peak.789	5	0	4	0	2	0
peak.7890	0	6	1	0	0	2
peak.7891	2	1	2	0	1	0
peak.7892	1	1	1	0	0	0
peak.7893	1	0	1	0	1	0
peak.7894	2	0	2	0	1	0
peak.7895	1	0	1	0	1	1
peak.7896	2	0	2	0	2	1
peak.7897	2	0	3	0	1	1
peak.7898	1	0	1	0	0	1
peak.7899	2	2	2	0	0	2
peak.79	1	0	1	1	0	0
peak.790	0	0	0	1	1	0
peak.7900	1	0	1	3	0	0
peak.7901	1	0	1	0	1	1
peak.7902	3	0	3	0	0	2
peak.7903	3	1	1	1	0	1
peak.7904	2	0	1	0	0	3
peak.7905	3	1	1	0	1	0
peak.7906	1	0	1	0	1	1
peak.7907	0	1	0	0	1	0
peak.7908	0	0	0	0	0	0
peak.7909	2	0	0	0	0	2
peak.791	1	0	1	0	0	0
peak.7910	1	0	1	0	0	0
peak.7911	1	0	1	0	0	2
peak.7912	1	0	1	0	0	0
peak.7913	0	0	0	0	0	2
peak.7914	2	0	2	0	1	0
peak.7915	1	0	1	0	0	0
peak.7916	0	0	2	0	1	2
peak.7917	1	0	1	0	0	1
peak.7918	2	0	2	0	1	1
peak.7919	0	0	0	0	1	1
peak.792	2	1	1	0	1	2
peak.7920	2	1	3	0	3	0
peak.7921	2	0	2	0	0	0
peak.7922	2	0	1	0	0	3
peak.7923	2	1	2	0	2	0
peak.7924	2	0	1	0	0	0
peak.7925	0	0	0	0	0	0
peak.7926	1	0	1	0	0	0
peak.7927	0	0	0	0	0	0
peak.7928	1	0	1	1	0	2
peak.7929	1	0	1	0	3	0
peak.793	2	0	3	0	1	0
peak.7930	2	0	1	0	0	0
peak.7931	3	0	3	0	1	0
peak.7932	1	0	1	0	1	0
peak.7933	1	1	1	0	0	1
peak.7934	0	1	0	0	1	0
peak.7935	0	0	0	0	1	0
peak.7936	3	0	3	0	0	0
peak.7937	2	0	2	0	1	0
peak.7938	1	0	1	0	2	2
peak.7939	2	1	2	0	3	1
peak.794	2	0	2	0	0	0
peak.7940	1	1	2	1	1	0
peak.7941	1	1	1	0	0	0
peak.7942	1	0	1	0	1	1
peak.7943	0	0	0	0	1	0
peak.7944	0	0	0	0	2	1
peak.7945	1	0	1	0	0	0
peak.7946	0	0	0	0	0	0
peak.7947	2	0	0	0	2	1
peak.7948	1	0	1	1	0	1
peak.7949	1	2	1	0	1	0
peak.795	3	1	2	0	0	2
peak.7950	0	0	0	0	0	0
peak.7951	1	0	1	0	1	1
peak.7952	2	0	2	0	1	1
peak.7953	1	1	1	2	1	0
peak.7954	2	0	2	0	1	0
peak.7955	1	0	1	0	0	0
peak.7956	2	0	2	0	1	0
peak.7957	2	1	2	0	0	0
peak.7958	1	0	1	0	0	1
peak.7959	1	0	1	0	1	0
peak.796	1	1	1	0	0	0
peak.7960	0	0	0	0	0	0
peak.7961	1	0	1	0	0	1
peak.7962	1	1	1	1	1	0
peak.7963	0	0	0	0	2	1
peak.7964	1	1	2	0	1	1
peak.7965	2	0	1	0	0	1
peak.7966	2	0	1	0	2	1
peak.7967	2	0	1	0	1	0
peak.7968	1	0	1	1	1	1
peak.7969	2	0	2	0	0	1
peak.797	2	0	2	0	2	2
peak.7970	0	0	1	0	2	0
peak.7971	1	4	1	0	2	1
peak.7972	0	0	1	0	0	0
peak.7973	0	0	0	0	0	1
peak.7974	2	0	2	0	0	0
peak.7975	0	0	0	1	1	1
peak.7976	1	0	1	0	1	1
peak.7977	0	0	0	0	0	0
peak.7978	1	0	1	0	1	0
peak.7979	1	0	1	0	0	0
peak.798	2	0	2	0	1	1
peak.7980	0	0	0	0	2	0
peak.7981	2	0	3	0	0	0
peak.7982	1	0	1	0	0	0
peak.7983	1	0	0	0	0	0
peak.7984	0	1	0	0	0	1
peak.7985	1	0	1	0	1	0
peak.7986	1	0	1	0	0	0
peak.7987	0	0	0	0	0	1
peak.7988	0	1	0	0	1	1
peak.7989	1	0	2	0	1	0
peak.799	0	0	0	0	0	0
peak.7990	0	0	0	0	0	0
peak.7991	0	0	0	0	1	1
peak.7992	2	0	1	0	0	0
peak.7993	2	0	2	0	0	0
peak.7994	1	0	1	0	2	0
peak.7995	0	0	1	0	0	0
peak.7996	0	2	0	0	0	1
peak.7997	1	1	0	0	1	0
peak.7998	0	0	0	0	0	0
peak.7999	0	0	0	0	0	1
peak.8	1	0	1	0	2	0
peak.80	3	0	3	0	3	0
peak.800	2	1	2	0	0	1
peak.8000	1	0	1	0	0	0
peak.8001	1	0	1	0	4	1
peak.8002	0	0	0	0	0	0
peak.8003	1	1	1	0	1	2
peak.8004	2	0	2	0	0	1
peak.8005	2	1	2	0	0	0
peak.8006	1	0	1	0	1	1
peak.8007	3	0	3	0	1	2
peak.8008	3	0	4	0	0	0
peak.8009	1	0	1	0	0	0
peak.801	2	0	2	0	2	1
peak.8010	1	0	1	0	2	0
peak.8011	1	0	1	0	0	0
peak.8012	1	0	1	0	1	1
peak.8013	0	0	0	0	0	0
peak.8014	1	0	1	0	2	2
peak.8015	2	0	2	0	1	2
peak.8016	1	0	1	0	0	0
peak.8017	2	0	1	0	1	1
peak.8018	1	0	1	0	0	2
peak.8019	0	0	0	0	1	0
peak.802	2	2	2	0	3	3
peak.8020	0	2	0	0	0	0
peak.8021	1	0	1	0	0	0
peak.8022	0	0	0	0	0	1
peak.8023	1	0	0	1	0	1
peak.8024	1	0	0	0	1	1
peak.8025	2	0	1	0	0	0
peak.8026	2	1	2	1	1	1
peak.8027	1	0	2	0	0	0
peak.8028	0	0	0	0	0	0
peak.8029	1	0	2	0	1	0
peak.803	2	1	2	0	0	0
peak.8030	1	0	1	0	0	0
peak.8031	0	0	0	0	0	0
peak.8032	1	0	1	0	1	1
peak.8033	0	0	0	0	0	1
peak.8034	2	0	3	0	0	2
peak.8035	1	0	0	0	0	1
peak.8036	0	0	0	0	0	1
peak.8037	0	0	0	0	0	1
peak.8038	0	0	0	0	0	0
peak.8039	0	0	0	0	1	1
peak.804	1	0	1	1	1	1
peak.8040	2	0	2	0	0	0
peak.8041	0	0	0	0	0	1
peak.8042	1	1	1	0	1	0
peak.8043	2	0	1	0	1	2
peak.8044	1	0	1	0	2	1
peak.8045	0	0	0	0	0	0
peak.8046	1	0	1	0	1	0
peak.8047	0	0	0	0	1	2
peak.8048	0	0	0	0	1	0
peak.8049	2	0	1	0	0	0
peak.805	1	2	1	0	3	1
peak.8050	2	1	2	0	0	0
peak.8051	0	0	0	0	0	0
peak.8052	2	0	1	0	0	1
peak.8053	0	1	1	0	0	0
peak.8054	2	0	3	0	1	0
peak.8055	1	0	1	1	0	0
peak.8056	1	0	0	1	0	0
peak.8057	1	0	1	0	0	0
peak.8058	1	0	2	0	2	1
peak.8059	2	0	3	0	1	0
peak.806	2	0	2	0	2	1
peak.8060	1	0	2	0	1	1
peak.8061	1	0	2	0	1	1
peak.8062	2	0	2	0	0	0
peak.8063	1	0	1	0	1	1
peak.8064	2	0	2	0	0	1
peak.8065	1	0	1	0	0	2
peak.8066	0	0	0	0	0	0
peak.8067	0	0	0	0	1	1
peak.8068	0	0	1	0	1	0
peak.8069	0	0	0	0	0	2
peak.807	2	0	3	0	1	1
peak.8070	0	0	0	0	0	1
peak.8071	0	0	0	0	1	0
peak.8072	1	1	1	0	0	1
peak.8073	0	0	0	0	1	0
peak.8074	0	0	0	0	0	2
peak.8075	4	0	3	0	1	0
peak.8076	1	0	0	0	0	1
peak.8077	0	0	0	0	0	1
peak.8078	1	1	1	0	0	1
peak.8079	1	2	1	0	2	0
peak.808	1	0	1	0	1	0
peak.8080	1	0	1	1	0	1
peak.8081	2	0	2	0	2	0
peak.8082	0	1	0	0	1	0
peak.8083	3	0	3	0	0	0
peak.8084	2	0	2	0	1	0
peak.8085	1	0	1	0	2	0
peak.8086	3	0	3	0	0	0
peak.8087	1	0	0	1	0	0
peak.8088	3	0	3	0	0	3
peak.8089	1	1	1	0	2	0
peak.809	1	1	2	0	0	2
peak.8090	0	0	1	0	0	0
peak.8091	1	0	1	0	0	0
peak.8092	1	2	1	0	0	2
peak.8093	2	0	2	0	0	0
peak.8094	3	0	2	0	0	0
peak.8095	2	0	1	0	0	1
peak.8096	3	1	3	0	0	0
peak.8097	0	0	1	0	0	1
peak.8098	2	0	4	0	2	0
peak.8099	3	1	3	0	0	0
peak.81	2	1	0	1	1	1
peak.810	1	1	0	0	1	1
peak.8100	2	2	2	0	0	0
peak.8101	2	0	2	0	1	0
peak.8102	1	1	0	0	2	1
peak.8103	3	1	3	0	0	1
peak.8104	2	1	2	0	1	0
peak.8105	1	0	1	1	0	1
peak.8106	3	0	3	0	0	0
peak.8107	2	0	1	0	0	0
peak.8108	6	1	7	0	2	1
peak.8109	0	0	0	0	1	0
peak.811	2	0	1	0	0	1
peak.8110	1	5	2	0	0	0
peak.8111	2	1	1	0	0	0
peak.8112	0	0	0	0	1	3
peak.8113	4	5	2	1	1	2
peak.8114	0	0	0	0	0	0
peak.8115	0	0	0	0	0	0
peak.8116	0	0	0	0	0	2
peak.8117	0	0	0	0	1	0
peak.8118	1	1	1	0	1	1
peak.8119	0	0	0	0	2	2
peak.812	3	0	2	1	0	0
peak.8120	0	1	0	0	0	0
peak.8121	0	1	0	0	2	0
peak.8122	1	1	0	0	1	0
peak.8123	1	0	0	1	1	0
peak.8124	1	0	1	0	0	1
peak.8125	0	0	0	0	1	0
peak.8126	2	0	2	0	0	0
peak.8127	1	1	1	0	0	1
peak.8128	0	1	0	0	0	0
peak.8129	2	1	2	0	1	2
peak.813	1	0	1	0	2	1
peak.8130	1	0	1	0	0	0
peak.8131	0	0	0	0	0	0
peak.8132	1	0	0	0	0	1
peak.8133	0	0	0	0	0	0
peak.8134	0	1	0	0	0	1
peak.8135	3	0	3	0	0	0
peak.8136	2	0	2	0	0	0
peak.8137	1	1	1	0	0	0
peak.8138	4	0	4	0	0	1
peak.8139	0	0	1	0	0	1
peak.814	2	0	1	0	1	0
peak.8140	4	0	4	0	0	0
peak.8141	0	0	0	0	0	0
peak.8142	3	0	2	0	0	0
peak.8143	0	0	0	0	1	1
peak.8144	2	0	3	0	0	0
peak.8145	0	0	0	0	0	0
peak.8146	0	0	0	0	0	0
peak.8147	1	0	1	0	2	0
peak.8148	1	0	1	0	1	0
peak.8149	1	0	1	0	0	1
peak.815	1	0	0	0	3	1
peak.8150	1	0	0	0	0	0
peak.8151	0	0	1	0	1	0
peak.8152	0	0	0	0	1	0
peak.8153	3	0	3	0	0	1
peak.8154	3	0	2	0	0	0
peak.8155	0	0	0	0	0	0
peak.8156	0	0	1	0	1	0
peak.8157	1	0	1	0	1	1
peak.8158	2	0	1	0	0	0
peak.8159	1	0	0	0	0	0
peak.816	1	0	3	0	1	0
peak.8160	3	3	3	0	1	3
peak.8161	0	0	0	0	0	1
peak.8162	2	0	1	0	1	1
peak.8163	2	0	2	0	1	1
peak.8164	2	0	1	0	1	1
peak.8165	2	0	2	1	1	0
peak.8166	2	1	2	1	1	0
peak.8167	1	0	2	0	1	0
peak.8168	1	0	1	1	1	1
peak.8169	0	1	0	0	2	0
peak.817	2	0	2	0	0	0
peak.8170	3	2	4	0	1	1
peak.8171	2	1	2	0	1	1
peak.8172	0	0	0	0	1	0
peak.8173	2	0	2	0	0	0
peak.8174	2	0	2	0	0	1
peak.8175	2	1	1	0	1	1
peak.8176	1	0	2	0	0	0
peak.8177	4	0	3	0	0	1
peak.8178	0	0	1	1	1	1
peak.8179	1	2	1	1	1	1
peak.818	5	0	3	0	0	1
peak.8180	1	2	1	1	2	0
peak.8181	2	0	1	0	2	1
peak.8182	0	0	0	0	1	1
peak.8183	1	0	1	0	0	0
peak.8184	3	1	2	0	0	2
peak.8185	4	0	4	0	0	1
peak.8186	1	5	2	3	1	1
peak.8187	4	0	4	0	3	0
peak.8188	0	0	5	0	0	0
peak.8189	3	0	3	0	2	0
peak.819	2	0	2	0	2	0
peak.8190	1	0	1	2	2	0
peak.8191	2	2	2	0	1	1
peak.8192	2	3	2	0	1	1
peak.8193	2	0	1	0	1	1
peak.8194	2	0	2	0	1	0
peak.8195	2	0	2	0	1	1
peak.8196	2	0	2	0	1	1
peak.8197	0	1	0	0	0	2
peak.8198	0	0	0	1	0	0
peak.8199	3	0	3	0	1	0
peak.82	2	2	3	0	1	0
peak.820	0	0	0	1	0	0
peak.8200	3	1	1	0	2	0
peak.8201	2	0	1	0	2	1
peak.8202	0	0	0	0	0	4
peak.8203	2	1	1	0	0	1
peak.8204	3	1	3	0	1	0
peak.8205	1	1	0	0	1	1
peak.8206	1	0	1	0	2	0
peak.8207	0	0	0	0	0	0
peak.8208	0	0	0	0	1	1
peak.8209	2	0	2	0	2	1
peak.821	2	2	2	1	0	0
peak.8210	2	3	3	0	2	2
peak.8211	1	1	3	0	0	0
peak.8212	1	0	1	0	0	1
peak.8213	3	0	2	0	2	0
peak.8214	2	0	2	0	1	0
peak.8215	1	0	1	0	1	0
peak.8216	1	0	2	0	2	0
peak.8217	0	0	0	0	0	1
peak.8218	1	2	2	0	1	1
peak.8219	1	0	1	0	1	0
peak.822	1	0	1	1	4	1
peak.8220	1	0	1	0	1	1
peak.8221	0	0	1	0	0	2
peak.8222	2	0	2	0	0	0
peak.8223	2	0	2	0	1	1
peak.8224	2	0	1	0	0	0
peak.8225	2	5	1	0	0	1
peak.8226	2	0	3	0	2	1
peak.8227	4	1	2	0	1	0
peak.8228	1	0	1	0	0	0
peak.8229	0	0	1	1	0	1
peak.823	4	3	3	0	1	0
peak.8230	0	0	0	0	0	1
peak.8231	1	2	1	0	2	0
peak.8232	0	0	0	1	1	1
peak.8233	1	1	0	1	1	0
peak.8234	2	0	2	0	0	1
peak.8235	0	0	0	1	1	0
peak.8236	2	0	1	0	0	0
peak.8237	1	0	1	0	0	1
peak.8238	4	0	3	0	3	2
peak.8239	1	0	1	1	1	1
peak.824	3	0	2	0	0	0
peak.8240	0	1	0	0	0	0
peak.8241	1	0	2	0	0	1
peak.8242	0	0	0	0	0	0
peak.8243	2	0	2	0	0	0
peak.8244	0	0	0	0	0	1
peak.8245	2	0	2	0	0	0
peak.8246	3	1	4	0	3	3
peak.8247	4	0	5	0	1	0
peak.8248	1	1	1	0	0	0
peak.8249	2	1	2	1	0	1
peak.825	4	1	4	0	1	3
peak.8250	2	0	3	1	1	0
peak.8251	1	0	1	1	0	0
peak.8252	2	0	2	0	0	1
peak.8253	1	0	1	0	0	2
peak.8254	2	0	1	0	0	1
peak.8255	0	0	0	0	1	0
peak.8256	1	0	1	0	0	1
peak.8257	0	1	0	0	0	1
peak.8258	3	0	3	0	1	0
peak.8259	2	0	2	0	1	0
peak.826	0	2	1	0	2	1
peak.8260	1	0	1	0	0	1
peak.8261	1	0	1	0	1	0
peak.8262	2	1	2	0	0	0
peak.8263	0	0	0	0	1	2
peak.8264	2	1	1	0	1	1
peak.8265	1	0	1	0	0	0
peak.8266	2	0	1	0	0	4
peak.8267	0	0	0	0	0	0
peak.8268	2	0	3	0	0	2
peak.8269	1	0	1	0	0	0
peak.827	2	1	3	0	1	1
peak.8270	3	0	3	0	1	1
peak.8271	3	0	3	0	1	0
peak.8272	0	1	0	1	1	0
peak.8273	1	0	1	0	0	0
peak.8274	3	0	3	0	0	0
peak.8275	2	1	2	0	2	0
peak.8276	1	0	0	0	2	0
peak.8277	0	2	1	0	1	1
peak.8278	2	1	2	0	2	2
peak.8279	2	1	2	0	1	1
peak.828	0	0	0	1	0	1
peak.8280	2	0	2	0	0	0
peak.8281	4	3	4	0	1	0
peak.8282	1	0	1	0	0	2
peak.8283	0	1	0	1	0	1
peak.8284	1	1	1	1	0	0
peak.8285	2	1	1	0	0	0
peak.8286	2	3	1	0	1	0
peak.8287	1	0	1	0	0	2
peak.8288	0	1	0	0	0	0
peak.8289	0	0	0	0	0	0
peak.829	2	0	1	0	2	0
peak.8290	0	0	0	0	0	1
peak.8291	2	0	1	0	0	0
peak.8292	2	0	2	0	0	1
peak.8293	2	0	2	0	2	0
peak.8294	0	0	1	1	0	0
peak.8295	2	0	1	1	0	0
peak.8296	3	0	3	0	1	5
peak.8297	1	0	1	0	1	0
peak.8298	2	0	2	0	1	1
peak.8299	0	0	0	0	1	0
peak.83	1	1	0	0	0	0
peak.830	0	1	0	0	1	1
peak.8300	1	0	0	0	0	2
peak.8301	1	1	0	1	1	0
peak.8302	0	0	0	0	0	0
peak.8303	2	0	1	0	0	0
peak.8304	1	2	1	0	0	0
peak.8305	2	0	2	0	1	1
peak.8306	3	0	3	0	1	0
peak.8307	4	1	3	0	1	1
peak.8308	3	0	3	0	0	1
peak.8309	6	0	6	0	0	0
peak.831	0	0	0	0	0	1
peak.8310	2	0	2	0	0	1
peak.8311	1	0	0	0	0	1
peak.8312	2	0	2	0	0	0
peak.8313	1	0	1	0	1	0
peak.8314	1	0	1	0	0	3
peak.8315	2	0	2	0	0	0
peak.8316	0	0	0	0	0	0
peak.8317	3	0	2	0	0	0
peak.8318	1	0	2	0	0	0
peak.8319	2	1	2	1	0	0
peak.832	1	0	1	1	0	1
peak.8320	3	0	3	0	1	0
peak.8321	0	0	0	1	2	0
peak.8322	3	1	3	0	1	0
peak.8323	1	1	0	0	1	1
peak.8324	4	0	4	0	0	1
peak.8325	2	1	1	1	1	1
peak.8326	2	0	2	0	0	0
peak.8327	1	0	1	0	0	0
peak.8328	3	0	3	0	0	2
peak.8329	0	0	0	0	0	0
peak.833	3	3	4	0	1	0
peak.8330	3	0	3	0	1	0
peak.8331	2	0	1	0	1	0
peak.8332	1	0	1	0	1	0
peak.8333	2	0	1	0	0	1
peak.8334	3	1	2	1	0	0
peak.8335	0	0	0	0	1	0
peak.8336	1	0	1	0	1	2
peak.8337	1	0	1	0	2	0
peak.8338	1	0	1	0	1	1
peak.8339	2	1	3	0	0	2
peak.834	1	1	1	0	0	0
peak.8340	0	0	0	0	1	0
peak.8341	0	0	0	0	0	0
peak.8342	1	1	2	0	0	0
peak.8343	1	1	1	0	0	0
peak.8344	2	1	2	0	0	2
peak.8345	0	0	0	0	2	0
peak.8346	1	0	2	1	1	1
peak.8347	0	1	0	0	2	2
peak.8348	0	0	0	0	0	1
peak.8349	2	0	2	0	0	0
peak.835	1	0	0	0	1	1
peak.8350	0	0	0	0	1	0
peak.8351	0	0	2	0	1	0
peak.8352	2	0	2	0	2	0
peak.8353	0	1	0	1	0	0
peak.8354	0	0	1	1	0	1
peak.8355	0	0	0	0	0	0
peak.8356	1	0	1	0	2	0
peak.8357	3	0	3	0	0	3
peak.8358	0	0	0	0	0	1
peak.8359	1	0	1	0	0	0
peak.836	1	1	1	0	0	0
peak.8360	2	0	2	1	0	1
peak.8361	5	2	3	0	2	0
peak.8362	1	0	1	0	0	0
peak.8363	1	0	2	0	0	0
peak.8364	2	1	2	0	0	0
peak.8365	4	0	1	0	0	1
peak.8366	1	1	1	0	0	0
peak.8367	2	0	2	0	0	2
peak.8368	1	1	1	0	1	3
peak.8369	4	1	2	0	2	3
peak.837	1	0	1	0	0	0
peak.8370	3	0	2	0	1	1
peak.8371	2	0	2	0	1	0
peak.8372	2	0	1	0	1	1
peak.8373	0	0	0	0	1	2
peak.8374	1	0	1	0	0	0
peak.8375	3	1	3	0	0	2
peak.8376	1	0	1	0	3	1
peak.8377	2	0	2	0	2	0
peak.8378	2	0	2	0	0	0
peak.8379	1	0	1	0	0	1
peak.838	1	0	1	0	0	0
peak.8380	2	0	2	0	0	1
peak.8381	3	4	1	0	0	1
peak.8382	0	2	0	0	1	2
peak.8383	2	0	1	0	0	1
peak.8384	1	2	1	0	2	1
peak.8385	2	0	1	0	0	0
peak.8386	0	0	1	0	2	0
peak.8387	3	0	2	0	0	0
peak.8388	2	1	2	0	1	1
peak.8389	2	1	2	0	1	1
peak.839	0	0	1	0	0	0
peak.8390	1	0	1	0	4	0
peak.8391	3	2	2	0	0	0
peak.8392	1	0	2	0	1	0
peak.8393	0	0	0	1	0	1
peak.8394	1	0	1	0	1	0
peak.8395	0	0	0	0	0	0
peak.8396	2	0	0	0	0	0
peak.8397	1	0	0	0	4	0
peak.8398	1	0	1	0	0	0
peak.8399	2	0	2	0	1	0
peak.84	2	1	2	0	1	0
peak.840	2	1	1	0	1	0
peak.8400	1	0	1	1	1	0
peak.8401	2	0	2	0	2	1
peak.8402	2	0	1	1	0	1
peak.8403	1	0	0	1	0	0
peak.8404	0	0	0	0	2	5
peak.8405	2	1	2	0	0	1
peak.8406	2	1	2	0	1	1
peak.8407	3	0	1	0	1	1
peak.8408	5	0	4	1	1	0
peak.8409	0	0	0	0	0	0
peak.841	1	0	1	0	0	1
peak.8410	1	0	1	2	0	1
peak.8411	2	0	3	0	0	0
peak.8412	1	0	1	0	1	0
peak.8413	1	0	1	0	0	0
peak.8414	1	0	3	0	1	1
peak.8415	3	1	3	0	0	4
peak.8416	3	0	2	0	0	0
peak.8417	2	1	2	0	1	0
peak.8418	1	0	0	2	1	0
peak.8419	0	0	0	0	0	0
peak.842	3	0	3	0	1	1
peak.8420	2	3	1	0	1	2
peak.8421	2	4	2	1	1	2
peak.8422	1	0	1	0	0	1
peak.8423	3	1	3	0	2	1
peak.8424	1	0	1	0	1	2
peak.8425	0	1	0	0	0	0
peak.8426	2	1	1	1	2	2
peak.8427	2	2	2	0	0	0
peak.8428	2	0	1	0	0	1
peak.8429	3	0	3	0	1	0
peak.843	3	1	2	0	1	1
peak.8430	4	1	3	0	2	1
peak.8431	3	1	4	0	1	0
peak.8432	3	3	2	1	2	0
peak.8433	0	0	1	0	0	1
peak.8434	2	0	2	1	1	2
peak.8435	2	2	2	0	2	0
peak.8436	3	0	3	0	0	0
peak.8437	3	0	3	0	0	1
peak.8438	1	2	0	1	1	0
peak.8439	3	0	3	0	1	0
peak.844	2	1	3	0	1	0
peak.8440	1	0	1	1	0	1
peak.8441	1	0	0	0	0	2
peak.8442	0	0	0	0	3	1
peak.8443	0	0	0	0	0	1
peak.8444	3	1	3	0	0	0
peak.8445	2	0	1	1	0	1
peak.8446	0	0	0	0	0	0
peak.8447	3	0	3	0	0	0
peak.8448	0	0	0	0	2	0
peak.8449	2	1	2	0	0	0
peak.845	1	0	1	1	0	0
peak.8450	1	0	0	0	1	0
peak.8451	1	1	1	0	2	1
peak.8452	1	1	1	0	1	2
peak.8453	0	2	0	1	1	0
peak.8454	2	0	3	0	1	1
peak.8455	2	3	2	0	1	0
peak.8456	0	0	0	4	0	0
peak.8457	2	0	1	1	0	0
peak.8458	0	0	0	0	1	2
peak.8459	3	0	3	0	2	0
peak.846	2	1	3	0	1	0
peak.8460	5	1	3	0	0	1
peak.8461	3	1	2	0	0	3
peak.8462	4	1	3	0	0	0
peak.8463	0	0	0	0	1	1
peak.8464	2	0	1	0	0	1
peak.8465	2	1	2	0	1	1
peak.8466	0	0	0	1	1	0
peak.8467	0	3	1	0	2	0
peak.8468	2	4	1	0	1	1
peak.8469	3	0	3	0	0	0
peak.847	0	0	1	2	0	1
peak.8470	3	1	3	0	1	1
peak.8471	2	0	2	0	1	1
peak.8472	3	0	3	0	1	0
peak.8473	0	3	0	1	0	0
peak.8474	0	0	0	0	0	1
peak.8475	0	0	0	0	0	0
peak.8476	0	1	0	0	2	0
peak.8477	0	0	0	0	1	0
peak.8478	1	0	1	0	0	0
peak.8479	1	1	0	0	0	1
peak.848	2	0	0	0	0	0
peak.8480	0	0	2	0	0	1
peak.8481	1	0	3	0	1	0
peak.8482	0	0	0	0	1	2
peak.8483	2	1	3	0	0	0
peak.8484	3	0	4	0	2	2
peak.8485	3	0	2	0	0	0
peak.8486	2	0	1	0	0	0
peak.8487	2	0	0	0	1	0
peak.8488	1	1	0	0	1	0
peak.8489	0	0	0	0	0	0
peak.849	1	0	1	0	0	0
peak.8490	0	0	0	0	0	0
peak.8491	3	0	4	0	2	1
peak.8492	1	0	1	0	1	0
peak.8493	1	0	0	0	1	0
peak.8494	1	1	0	0	3	1
peak.8495	0	0	0	0	0	0
peak.8496	1	0	1	0	1	1
peak.8497	1	0	0	0	0	0
peak.8498	2	0	1	0	0	1
peak.8499	0	0	0	0	0	0
peak.85	2	0	1	0	1	0
peak.850	2	1	2	0	1	0
peak.8500	1	0	1	0	0	0
peak.8501	0	0	0	0	0	2
peak.8502	1	1	1	0	1	2
peak.8503	3	0	3	0	0	1
peak.8504	0	0	0	0	0	0
peak.8505	2	1	3	0	0	0
peak.8506	0	1	0	0	0	0
peak.8507	0	4	0	1	1	1
peak.8508	3	0	2	0	0	0
peak.8509	1	0	1	0	0	0
peak.851	1	1	1	0	0	3
peak.8510	3	0	1	0	0	1
peak.8511	1	2	0	0	0	2
peak.8512	2	2	2	1	0	0
peak.8513	2	0	2	0	2	0
peak.8514	3	0	3	0	0	0
peak.8515	1	0	1	0	0	0
peak.8516	2	2	2	0	2	1
peak.8517	2	0	2	0	0	1
peak.8518	3	0	2	0	1	0
peak.8519	0	0	1	0	1	0
peak.852	0	0	1	0	1	0
peak.8520	1	1	1	0	0	1
peak.8521	1	0	1	0	0	0
peak.8522	2	0	1	0	1	0
peak.8523	0	0	1	1	0	1
peak.8524	1	0	1	1	0	2
peak.8525	1	0	1	0	2	2
peak.8526	2	3	1	0	0	0
peak.8527	1	0	1	0	1	0
peak.8528	3	0	3	0	2	4
peak.8529	2	0	2	0	0	0
peak.853	1	0	1	0	0	0
peak.8530	2	0	2	0	1	0
peak.8531	2	1	1	1	1	1
peak.8532	0	1	0	1	1	2
peak.8533	0	1	1	1	1	1
peak.8534	2	1	1	1	0	1
peak.8535	4	1	4	0	3	0
peak.8536	2	1	2	2	0	0
peak.8537	0	0	0	1	1	0
peak.8538	1	1	2	0	2	0
peak.8539	1	0	3	0	2	2
peak.854	1	1	2	0	2	2
peak.8540	2	1	1	0	3	1
peak.8541	2	0	2	0	1	1
peak.8542	0	0	0	1	0	0
peak.8543	3	0	3	0	0	0
peak.8544	2	0	3	0	0	1
peak.8545	0	2	0	1	0	1
peak.8546	1	0	1	1	0	0
peak.8547	3	2	3	0	3	1
peak.8548	0	0	0	1	1	0
peak.8549	2	1	3	0	0	0
peak.855	3	1	3	0	0	1
peak.8550	6	0	3	1	1	0
peak.8551	0	0	0	0	0	2
peak.8552	1	0	1	0	1	0
peak.8553	4	2	3	0	2	3
